155 93 
3 2 37 88 
3 3 38 89 
3 4 39 90 
3 5 40 91 
3 6 41 92 
3 7 42 93 
3 8 43 63 
3 9 44 64 
3 10 45 65 
3 11 46 66 
3 12 47 67 
3 13 48 68 
3 14 49 69 
3 15 50 70 
3 16 51 71 
3 17 52 72 
3 18 53 73 
3 19 54 74 
3 20 55 75 
3 21 56 76 
3 22 57 77 
3 23 58 78 
3 24 59 79 
3 25 60 80 
3 26 61 81 
3 27 62 82 
3 28 32 83 
3 29 33 84 
3 30 34 85 
3 31 35 86 
3 1 36 87 
3 3 42 82 
3 4 43 83 
3 5 44 84 
3 6 45 85 
3 7 46 86 
3 8 47 87 
3 9 48 88 
3 10 49 89 
3 11 50 90 
3 12 51 91 
3 13 52 92 
3 14 53 93 
3 15 54 63 
3 16 55 64 
3 17 56 65 
3 18 57 66 
3 19 58 67 
3 20 59 68 
3 21 60 69 
3 22 61 70 
3 23 62 71 
3 24 32 72 
3 25 33 73 
3 26 34 74 
3 27 35 75 
3 28 36 76 
3 29 37 77 
3 30 38 78 
3 31 39 79 
3 1 40 80 
3 2 41 81 
3 5 52 70 
3 6 53 71 
3 7 54 72 
3 8 55 73 
3 9 56 74 
3 10 57 75 
3 11 58 76 
3 12 59 77 
3 13 60 78 
3 14 61 79 
3 15 62 80 
3 16 32 81 
3 17 33 82 
3 18 34 83 
3 19 35 84 
3 20 36 85 
3 21 37 86 
3 22 38 87 
3 23 39 88 
3 24 40 89 
3 25 41 90 
3 26 42 91 
3 27 43 92 
3 28 44 93 
3 29 45 63 
3 30 46 64 
3 31 47 65 
3 1 48 66 
3 2 49 67 
3 3 50 68 
3 4 51 69 
3 9 41 77 
3 10 42 78 
3 11 43 79 
3 12 44 80 
3 13 45 81 
3 14 46 82 
3 15 47 83 
3 16 48 84 
3 17 49 85 
3 18 50 86 
3 19 51 87 
3 20 52 88 
3 21 53 89 
3 22 54 90 
3 23 55 91 
3 24 56 92 
3 25 57 93 
3 26 58 63 
3 27 59 64 
3 28 60 65 
3 29 61 66 
3 30 62 67 
3 31 32 68 
3 1 33 69 
3 2 34 70 
3 3 35 71 
3 4 36 72 
3 5 37 73 
3 6 38 74 
3 7 39 75 
3 8 40 76 
3 17 50 91 
3 18 51 92 
3 19 52 93 
3 20 53 63 
3 21 54 64 
3 22 55 65 
3 23 56 66 
3 24 57 67 
3 25 58 68 
3 26 59 69 
3 27 60 70 
3 28 61 71 
3 29 62 72 
3 30 32 73 
3 31 33 74 
3 1 34 75 
3 2 35 76 
3 3 36 77 
3 4 37 78 
3 5 38 79 
3 6 39 80 
3 7 40 81 
3 8 41 82 
3 9 42 83 
3 10 43 84 
3 11 44 85 
3 12 45 86 
3 13 46 87 
3 14 47 88 
3 15 48 89 
3 16 49 90 
5 31 61 90 117 140 
5 1 62 91 118 141 
5 2 32 92 119 142 
5 3 33 93 120 143 
5 4 34 63 121 144 
5 5 35 64 122 145 
5 6 36 65 123 146 
5 7 37 66 124 147 
5 8 38 67 94 148 
5 9 39 68 95 149 
5 10 40 69 96 150 
5 11 41 70 97 151 
5 12 42 71 98 152 
5 13 43 72 99 153 
5 14 44 73 100 154 
5 15 45 74 101 155 
5 16 46 75 102 125 
5 17 47 76 103 126 
5 18 48 77 104 127 
5 19 49 78 105 128 
5 20 50 79 106 129 
5 21 51 80 107 130 
5 22 52 81 108 131 
5 23 53 82 109 132 
5 24 54 83 110 133 
5 25 55 84 111 134 
5 26 56 85 112 135 
5 27 57 86 113 136 
5 28 58 87 114 137 
5 29 59 88 115 138 
5 30 60 89 116 139 
5 27 53 74 116 138 
5 28 54 75 117 139 
5 29 55 76 118 140 
5 30 56 77 119 141 
5 31 57 78 120 142 
5 1 58 79 121 143 
5 2 59 80 122 144 
5 3 60 81 123 145 
5 4 61 82 124 146 
5 5 62 83 94 147 
5 6 32 84 95 148 
5 7 33 85 96 149 
5 8 34 86 97 150 
5 9 35 87 98 151 
5 10 36 88 99 152 
5 11 37 89 100 153 
5 12 38 90 101 154 
5 13 39 91 102 155 
5 14 40 92 103 125 
5 15 41 93 104 126 
5 16 42 63 105 127 
5 17 43 64 106 128 
5 18 44 65 107 129 
5 19 45 66 108 130 
5 20 46 67 109 131 
5 21 47 68 110 132 
5 22 48 69 111 133 
5 23 49 70 112 134 
5 24 50 71 113 135 
5 25 51 72 114 136 
5 26 52 73 115 137 
5 7 44 87 111 128 
5 8 45 88 112 129 
5 9 46 89 113 130 
5 10 47 90 114 131 
5 11 48 91 115 132 
5 12 49 92 116 133 
5 13 50 93 117 134 
5 14 51 63 118 135 
5 15 52 64 119 136 
5 16 53 65 120 137 
5 17 54 66 121 138 
5 18 55 67 122 139 
5 19 56 68 123 140 
5 20 57 69 124 141 
5 21 58 70 94 142 
5 22 59 71 95 143 
5 23 60 72 96 144 
5 24 61 73 97 145 
5 25 62 74 98 146 
5 26 32 75 99 147 
5 27 33 76 100 148 
5 28 34 77 101 149 
5 29 35 78 102 150 
5 30 36 79 103 151 
5 31 37 80 104 152 
5 1 38 81 105 153 
5 2 39 82 106 154 
5 3 40 83 107 155 
5 4 41 84 108 125 
5 5 42 85 109 126 
5 6 43 86 110 127 
